ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400
110,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,1,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,1,dim,Dermasterias imbricata,Leather star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,1,oko,Orthasterias koehleri,Rainbow star,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,1,hpu,Henricia pumila,Dwarf mottled henricia,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,3,0,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
115,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,1,jzo,Jordania zonope,Longfin sculpin,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,1,hcr,Hermissenda crassicornis,Opalescent nudibranch,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,21,0,,3,6,3,6,3,,,,,,,,,,,,,,,,,,,,,,
119,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,1,das,Diodora aspera,Rough Keyhold Limpet,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,1,hka,Haliotis kamtschatkana,Pinto abalone,3,0,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
121,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,1,ogr,Oregonia gracilis,Graceful decorator crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,1,phe,Pycnopodia helianthoides,Sunflower star,2,0,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
123,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,0,1,pco,Pleuronichthys coenosus,C-o sole,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
124,Claire Attridge,Kieran Cox,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,0,1,dez,Debris - Zero,No Debris found,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,1,1,hde,Hexagrammos decagrammus,Kelp greenling,5,0,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,
126,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,pgi,Pomaulax gibberosus,Red turban shell,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,aha,Artedius harringtoni,Scalyhead sculpin,4,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
128,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,poc,Pisaster ochraceus,Purple sea star,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,cpr,Cancer productus,Red rock crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,ppr,Pugettia producta,Northern kelp crab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,etr,Evasterias troschelii,Mottled starfish,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,pmi,Patiria miniata,Bat star,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,aca,Apostichopus californicus,California sea cucumber,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,0,1,hde,Hexagrammos decagrammus,Kelp greenling,5,0,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,
136,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,hcr,Hermissenda crassicornis,Opalescent nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,hka,Haliotis kamtschatkana,Pinto abalone,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
138,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,3,0,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
139,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,dim,Dermasterias imbricata,Leather star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,pgi,Pomaulax gibberosus,Red turban shell,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Claire Attridge,Kieran Cox,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,1,dem,Debris - Metal,Any metal debris,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Claire Attridge,Kieran Cox,BMKC2,Tzartus 116 R,48.90084,-125.0811,10/06/2023,2.5,20,10:05,KDC,3,1,2,sca,Sebastes caurinus,Copper rockfish,6,0,,,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,
143,Claire Attridge,Kieran Cox,BMKC2,Tzartus 116 R,48.90084,-125.0811,10/06/2023,2.5,20,10:05,KDC,3,1,2,hde,Hexagrammos decagrammus,Kelp greenling,16,0,,,4,10,2,,,,,,,,,,,,,,,,,,,,,,,
144,Claire Attridge,Kieran Cox,BMKC2,Tzartus 116 R,48.90084,-125.0811,10/06/2023,2.5,20,10:05,KDC,3,1,2,rva,Rhacochilus vacca,Pile perch,3,0,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
145,Claire Attridge,Kieran Cox,BMKC2,Tzartus 116 R,48.90084,-125.0811,10/06/2023,2.5,20,10:05,KDC,3,1,2,hde,Hexagrammos decagrammus,Kelp greenling,2,0,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
146,Claire Attridge,Kieran Cox,BMKC2,Tzartus 116 R,48.90084,-125.0811,10/06/2023,2.5,20,10:05,KDC,3,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,6,0,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,
147,Claire Attridge,Kieran Cox,BMKC2,Tzartus 116 R,48.90084,-125.0811,10/06/2023,2.5,20,10:05,KDC,3,2,2,pgi,Pomaulax gibberosus,Red turban shell,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Claire Attridge,Kieran Cox,BMKC2,Tzartus 116 R,48.90084,-125.0811,10/06/2023,2.5,20,10:05,KDC,3,2,2,phe,Pycnopodia helianthoides,Sunflower star,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
149,Claire Attridge,Kieran Cox,BMKC2,Tzartus 116 R,48.90084,-125.0811,10/06/2023,2.5,20,10:05,KDC,3,2,2,dim,Dermasterias imbricata,Leather star,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Claire Attridge,Kieran Cox,BMKC2,Tzartus 116 R,48.90084,-125.0811,10/06/2023,2.5,20,10:05,KDC,3,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,13,0,,5,4,1,3,,,,,,,,,,,,,,,,,,,,,,,
151,Claire Attridge,Kieran Cox,BMKC2,Tzartus 116 R,48.90084,-125.0811,10/06/2023,2.5,20,10:05,KDC,3,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Claire Attridge,Kieran Cox,BMKC2,Tzartus 116 R,48.90084,-125.0811,10/06/2023,2.5,20,10:05,KDC,3,2,2,henricia,Henricia spp.,Unidentified blood star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Claire Attridge,Kieran Cox,BMKC2,Tzartus 116 R,48.90084,-125.0811,10/06/2023,2.5,20,10:05,KDC,3,2,2,aha,Artedius harringtoni,Scalyhead sculpin,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
154,Claire Attridge,Kieran Cox,BMKC2,Tzartus 116 R,48.90084,-125.0811,10/06/2023,2.5,20,10:05,KDC,3,2,2,dec,Debris - Cloth,Any cloth debris,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,1,2,hde,Hexagrammos decagrammus,Kelp greenling,3,0,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
156,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,1,2,bfr,Brachyistius frenatus,Kelp perch,5,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
157,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,1,2,cag,Cymatogaster aggregata,Shiner perch,6,0,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
158,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,1,2,sca,Sebastes caurinus,Copper rockfish,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,1,2,hst,Hexagrammos stelleri,Whitespotted greenling,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
160,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,2,2,phe,Pycnopodia helianthoides,Sunflower star,7,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,2,2,oko,Orthasterias koehleri,Rainbow star,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,2,2,etr,Evasterias troschelii,Mottled starfish,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,2,2,dim,Dermasterias imbricata,Leather star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,2,2,ppr,Pugettia producta,Northern kelp crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,2,2,pla,Pholis laeta,Crescent gunnel,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
166,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,2,2,pgi,Pomaulax gibberosus,Red turban shell,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,2,2,pnot,Porichthys notatus,Plainfin Midshipman,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
168,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,14,0,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
169,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
170,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,0,2,hde,Hexagrammos decagrammus,Kelp greenling,3,0,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
171,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,0,2,bfr,Brachyistius frenatus,Kelp perch,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,2,2,pmi,Patiria miniata,Bat star,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,2,2,pgu,Pholis gunnellus,Rock gunnel,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,0,2,afl,Aulorhynchus flavidus,Tube-snout,15,0,2,6,7,,,,,,,,,,,,,,,,,,,,,,,,,
175,Kieran Cox,Em Lim,BMKC1,Dixon Bay 2,48.85395,-125.1161,29/05/2023,1.5,240,7:40,EGL,6,0,2,dez,Debris - Zero,No Debris found,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,1,2,sca,Sebastes caurinus,Copper rockfish,11,0,1,2,2,4,1,1,,,,,,,,,,,,,,,,,,,,,,
177,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,1,2,sfl,Sebastes flavidus,Yellowtail rockfish,18,0,,,4,3,4,4,3,,,,,,,,,,,,,,,,,,,,,
178,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,1,2,sme,Sebastes melanops,Black rockfish,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
179,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,1,2,bfr,Brachyistius frenatus,Kelp perch,37,0,10,15,10,2,,,,,,,,,,,,,,,,,,,,,,,,
180,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,1,2,rva,Rhacochilus vacca,Pile perch,3,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
181,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,1,2,aau,Aurelia aurita,Moon Jelly,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,1,2,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
183,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,0,2,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
184,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,2,2,cpr,Cancer productus,Red rock crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,25,0,8,12,5,,,,,,,,,,,,,,,,,,,,,,,,,
186,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,2,2,phe,Pycnopodia helianthoides,Sunflower star,10,0,5,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,
187,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,2,2,pgi,Pomaulax gibberosus,Red turban shell,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,2,2,hhe,Hemilepidotus hemilepidotus,Red Irish lord,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
189,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,2,2,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,2,2,pmi,Patiria miniata,Bat star,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,2,2,ppr,Pugettia producta,Northern kelp crab,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,2,2,dim,Dermasterias imbricata,Leather star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,2,2,opi,Oxylebius pictus,Painted greenling,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
195,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,2,2,aca,Apostichopus californicus,California sea cucumber,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,2,2,oko,Orthasterias koehleri,Rainbow star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Kieran Cox,Em Lim,KCCA20,Nanat Bay,48.880543,-125.076486,30/05/2023,2.5,260,9:23,EGL,5.5,0,2,dez,Debris - Zero,No Debris found,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,1,2,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
199,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,mfra,Mesocentrotus franciscanus,Red sea urchin,364,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,aca,Apostichopus californicus,California sea cucumber,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,13,0,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
202,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,aha,Artedius harringtoni,Scalyhead sculpin,13,0,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
203,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,ata,Asemichthys taylori,Spinynose sculpin,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,oko,Orthasterias koehleri,Rainbow star,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,hcr,Hermissenda crassicornis,Opalescent nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,2,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
207,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,pgi,Pomaulax gibberosus,Red turban shell,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,dim,Dermasterias imbricata,Leather star,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,pmi,Patiria miniata,Bat star,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,jzo,Jordania zonope,Longfin sculpin,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,0,2,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
212,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,pno,Peltodoris nobilis,Noble sea lemon,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,hka,Haliotis kamtschatkana,Pinto abalone,5,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,henricia,Henricia spp.,Unidentified blood star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,phe,Pycnopodia helianthoides,Sunflower star,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,2,2,opi,Oxylebius pictus,Painted greenling,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
218,Kieran Cox,Claire Attridge,KCCA19,Wizard Islet North,48.85916,-125.15908,08/06/2023,1,210,10:30,KDC,5.5,0,2,dez,Debris - Zero,No Debris found,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
