site_name,site_code,sitetype,size_class,total,year,month,visibility,depth,method,block,species_name,common_name,latitude,longitude,Project
Dixon Inside,KCCA8,Kelp,5,2,2022,7,2.5,3.5,1,2,Rhinogobiops nicholsii,Blackeye goby,48.85426712,-125.1170349,RLSsfu
Dixon Inside,KCCA8,Kelp,7.5,9,2022,7,2.5,3.5,1,2,Rhinogobiops nicholsii,Blackeye goby,48.85426712,-125.1170349,RLSsfu
Dixon Inside,KCCA8,Kelp,10,10,2022,7,2.5,3.5,1,2,Rhinogobiops nicholsii,Blackeye goby,48.85426712,-125.1170349,RLSsfu
Dixon Inside,KCCA8,Kelp,12.5,7,2022,7,2.5,3.5,1,2,Rhinogobiops nicholsii,Blackeye goby,48.85426712,-125.1170349,RLSsfu
Dixon Inside,KCCA8,Kelp,15,1,2022,7,2.5,3.5,1,2,Rhinogobiops nicholsii,Blackeye goby,48.85426712,-125.1170349,RLSsfu
Dixon Inside,KCCA8,Kelp,12.5,1,2022,7,2.5,3.5,1,2,Rhacochilus vacca,Pile perch,48.85426712,-125.1170349,RLSsfu
Dixon Inside,KCCA8,Kelp,7.5,1,2022,7,2.5,3.5,1,2,Embiotoca lateralis,Striped seaperch,48.85426712,-125.1170349,RLSsfu
Dixon Inside,KCCA8,Kelp,2.5,2,2022,7,2.5,3.5,2,2,Rhinogobiops nicholsii,Blackeye goby,48.85426712,-125.1170349,RLSsfu
Dixon Inside,KCCA8,Kelp,5,10,2022,7,2.5,3.5,2,2,Rhinogobiops nicholsii,Blackeye goby,48.85426712,-125.1170349,RLSsfu
Dixon Inside,KCCA8,Kelp,7.5,15,2022,7,2.5,3.5,2,2,Rhinogobiops nicholsii,Blackeye goby,48.85426712,-125.1170349,RLSsfu
Dixon Inside,KCCA8,Kelp,10,5,2022,7,2.5,3.5,2,2,Rhinogobiops nicholsii,Blackeye goby,48.85426712,-125.1170349,RLSsfu
Ross Islet 2,KCCA11,Kelp,2.5,5,2022,7,2.5,3.2,1,1,Rhinogobiops nicholsii,Blackeye goby,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,5,7,2022,7,2.5,3.2,1,1,Rhinogobiops nicholsii,Blackeye goby,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,7.5,10,2022,7,2.5,3.2,1,1,Rhinogobiops nicholsii,Blackeye goby,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,10,7,2022,7,2.5,3.2,1,1,Rhinogobiops nicholsii,Blackeye goby,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,5,1,2022,7,2.5,3.2,1,1,Hexagrammos decagrammus,Kelp greenling,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,7.5,3,2022,7,2.5,3.2,1,1,Hexagrammos decagrammus,Kelp greenling,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,10,5,2022,7,2.5,3.2,1,1,Hexagrammos decagrammus,Kelp greenling,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,12.5,3,2022,7,2.5,3.2,1,1,Hexagrammos decagrammus,Kelp greenling,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,15,5,2022,7,2.5,3.2,1,1,Hexagrammos decagrammus,Kelp greenling,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,20,1,2022,7,2.5,3.2,1,1,Hexagrammos decagrammus,Kelp greenling,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,25,3,2022,7,2.5,3.2,1,1,Hexagrammos decagrammus,Kelp greenling,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,30,3,2022,7,2.5,3.2,1,1,Hexagrammos decagrammus,Kelp greenling,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,12.5,1,2022,7,2.5,3.2,1,1,Sebastes flavidus,Yellowtail rockfish,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,7.5,2,2022,7,2.5,3.2,1,1,Hexagrammos stelleri,Whitespotted greenling,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,10,2,2022,7,2.5,3.2,1,1,Hexagrammos stelleri,Whitespotted greenling,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,7.5,1,2022,7,2.5,3.2,1,1,Oxylebius pictus,Painted greenling,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,10,2,2022,7,2.5,3.2,1,1,Oxylebius pictus,Painted greenling,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,5,1,2022,7,2.5,3.2,1,1,Jordania zonope,Longfin sculpin,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,10,1,2022,7,2.5,3.2,1,1,Sebastes melanops,Black rockfish,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,2.5,20,2022,7,2.5,3.2,2,1,Rhinogobiops nicholsii,Blackeye goby,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,5,21,2022,7,2.5,3.2,2,1,Rhinogobiops nicholsii,Blackeye goby,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,7.5,25,2022,7,2.5,3.2,2,1,Rhinogobiops nicholsii,Blackeye goby,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,10,7,2022,7,2.5,3.2,2,1,Rhinogobiops nicholsii,Blackeye goby,48.87229,-125.1627,RLSsfu
Ross Islet 2,KCCA11,Kelp,15,1,2022,7,2.5,3.2,0,1,Sebastes caurinus,Copper rockfish,48.87229,-125.1627,RLSsfu
Less Dangerous Bay,KCCA6,Rocky,20,1,2022,7,2,4,1,2,Hexagrammos decagrammus,Kelp greenling,48.87535,-125.0915,RLSsfu
Less Dangerous Bay,KCCA6,Rocky,25,1,2022,7,2,4,1,2,Hexagrammos decagrammus,Kelp greenling,48.87535,-125.0915,RLSsfu
Less Dangerous Bay,KCCA6,Rocky,30,2,2022,7,2,4,1,2,Hexagrammos decagrammus,Kelp greenling,48.87535,-125.0915,RLSsfu
Less Dangerous Bay,KCCA6,Rocky,12.5,1,2022,7,2,4,1,2,Sebastes melanops,Black rockfish,48.87535,-125.0915,RLSsfu
Less Dangerous Bay,KCCA6,Rocky,5,1,2022,7,2,4,1,2,Embiotoca lateralis,Striped seaperch,48.87535,-125.0915,RLSsfu
Less Dangerous Bay,KCCA6,Rocky,10,1,2022,7,2,4,1,2,Embiotoca lateralis,Striped seaperch,48.87535,-125.0915,RLSsfu
Less Dangerous Bay,KCCA6,Rocky,12.5,1,2022,7,2,4,1,2,Embiotoca lateralis,Striped seaperch,48.87535,-125.0915,RLSsfu
Less Dangerous Bay,KCCA6,Rocky,12.5,1,2022,7,2,4,1,2,Rhacochilus vacca,Pile perch,48.87535,-125.0915,RLSsfu
Less Dangerous Bay,KCCA6,Rocky,10,1,2022,7,2,4,0,2,Sebastes flavidus,Yellowtail rockfish,48.87535,-125.0915,RLSsfu
Less Dangerous Bay,KCCA6,Rocky,5,1,2022,7,2,4,2,2,Rhinogobiops nicholsii,Blackeye goby,48.87535,-125.0915,RLSsfu
Less Dangerous Bay,KCCA6,Rocky,7.5,1,2022,7,2,4,2,2,Rhinogobiops nicholsii,Blackeye goby,48.87535,-125.0915,RLSsfu
Less Dangerous Bay,KCCA6,Rocky,7.5,1,2022,7,2,4,2,2,Blepsias cirrhosus,Silverspotted Sculpin,48.87535,-125.0915,RLSsfu
Ed King East Inside,KCCA7,Kelp,10,15,2022,7,3.5,3,1,1,Sebastes melanops,Black rockfish,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,12.5,21,2022,7,3.5,3,1,1,Sebastes melanops,Black rockfish,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,15,25,2022,7,3.5,3,1,1,Sebastes melanops,Black rockfish,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,20,19,2022,7,3.5,3,1,1,Sebastes melanops,Black rockfish,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,25,8,2022,7,3.5,3,1,1,Sebastes melanops,Black rockfish,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,12.5,1,2022,7,3.5,3,1,1,Rhacochilus vacca,Pile perch,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,15,3,2022,7,3.5,3,1,1,Rhacochilus vacca,Pile perch,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,20,3,2022,7,3.5,3,1,1,Rhacochilus vacca,Pile perch,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,25,3,2022,7,3.5,3,1,1,Rhacochilus vacca,Pile perch,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,30,1,2022,7,3.5,3,1,1,Rhacochilus vacca,Pile perch,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,15,1,2022,7,3.5,3,1,1,Embiotoca lateralis,Striped seaperch,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,15,1,2022,7,3.5,3,1,1,Sebastes caurinus,Copper rockfish,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,20,1,2022,7,3.5,3,1,1,Sebastes caurinus,Copper rockfish,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,7.5,1,2022,7,3.5,3,1,1,Sebastes flavidus,Yellowtail rockfish,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,10,2,2022,7,3.5,3,1,1,Sebastes flavidus,Yellowtail rockfish,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,25,1,2022,7,3.5,3,1,1,Hexagrammos decagrammus,Kelp greenling,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,30,2,2022,7,3.5,3,1,1,Hexagrammos decagrammus,Kelp greenling,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,7.5,2,2022,7,3.5,3,1,1,Cymatogaster aggregata,Shiner perch,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,12.5,1,2022,7,3.5,3,1,1,Aulorhynchus flavidus,Tube-snout,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,5,1,2022,7,3.5,3,2,1,Rhinogobiops nicholsii,Blackeye goby,48.83608,-125.2131,RLSsfu
Ed King East Inside,KCCA7,Kelp,15,1,2022,7,3.5,3,2,1,Hemilepidotus hemilepidotus,Red Irish lord,48.83608,-125.2131,RLSsfu
North Helby Rock,KCCA12,Kelp,12.5,1,2022,8,2,3.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,15,1,2022,8,2,3.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,25,1,2022,8,2,3.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,35,2,2022,8,2,3.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,40,2,2022,8,2,3.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,10,1,2022,8,2,3.5,1,1,Rhacochilus vacca,Pile perch,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,12.5,2,2022,8,2,3.5,1,1,Rhacochilus vacca,Pile perch,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,15,5,2022,8,2,3.5,1,1,Rhacochilus vacca,Pile perch,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,20,4,2022,8,2,3.5,1,1,Rhacochilus vacca,Pile perch,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,12.5,1,2022,8,2,3.5,1,1,Sebastes caurinus,Copper rockfish,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,15,3,2022,8,2,3.5,1,1,Sebastes caurinus,Copper rockfish,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,20,2,2022,8,2,3.5,1,1,Sebastes caurinus,Copper rockfish,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,12.5,1,2022,8,2,3.5,1,1,Oxylebius pictus,Painted greenling,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,7.5,57,2022,8,2,3.5,1,1,Cymatogaster aggregata,Shiner perch,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,10,10,2022,8,2,3.5,1,1,Cymatogaster aggregata,Shiner perch,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,35,1,2022,8,2,3.5,1,1,Ophiodon elongatus,Lingcod,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,7.5,500,2022,8,2,3.5,1,1,Clupea pallasii,Pacific Herring,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,5,8,2022,8,2,3.5,2,1,Rhinogobiops nicholsii,Blackeye goby,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,7.5,11,2022,8,2,3.5,2,1,Rhinogobiops nicholsii,Blackeye goby,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,10,6,2022,8,2,3.5,2,1,Rhinogobiops nicholsii,Blackeye goby,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,5,1,2022,8,2,3.5,2,1,Artedius harringtoni,Scalyhead sculpin,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,7.5,1,2022,8,2,3.5,2,1,Artedius harringtoni,Scalyhead sculpin,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,12.5,1,2022,8,2,3.5,2,1,Enophrys bison,Buffalo sculpin,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,10,1,2022,8,2,3.5,2,1,Apodichthys flavidus,Penpoint gunnel,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,7.5,1,2022,8,2,3.5,2,1,Jordania zonope,Longfin sculpin,48.85831,-125.1649,RLSsfu
North Helby Rock,KCCA12,Kelp,10,1,2022,8,2,3.5,2,1,Jordania zonope,Longfin sculpin,48.85831,-125.1649,RLSsfu
Second Beach South,KCCA13,Kelp,12.5,1,2022,8,2,6.5,1,2,Sebastes melanops,Black rockfish,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,15,5,2022,8,2,6.5,1,2,Sebastes melanops,Black rockfish,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,20,6,2022,8,2,6.5,1,2,Sebastes melanops,Black rockfish,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,25,4,2022,8,2,6.5,1,2,Sebastes melanops,Black rockfish,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,25,1,2022,8,2,6.5,1,2,Hexagrammos decagrammus,Kelp greenling,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,30,2,2022,8,2,6.5,1,2,Hexagrammos decagrammus,Kelp greenling,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,35,2,2022,8,2,6.5,1,2,Hexagrammos decagrammus,Kelp greenling,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,40,1,2022,8,2,6.5,1,2,Hexagrammos decagrammus,Kelp greenling,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,40,1,2022,8,2,6.5,1,2,Ophiodon elongatus,Lingcod,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,10,2,2022,8,2,6.5,1,2,Brachyistius frenatus,Kelp perch,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,7.5,1,2022,8,2,6.5,1,2,Cymatogaster aggregata,Shiner perch,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,10,2,2022,8,2,6.5,1,2,Cymatogaster aggregata,Shiner perch,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,5,3,2022,8,2,6.5,2,2,Artedius harringtoni,Scalyhead sculpin,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,7.5,7,2022,8,2,6.5,2,2,Artedius harringtoni,Scalyhead sculpin,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,10,4,2022,8,2,6.5,2,2,Artedius harringtoni,Scalyhead sculpin,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,12.5,2,2022,8,2,6.5,2,2,Artedius harringtoni,Scalyhead sculpin,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,7.5,2,2022,8,2,6.5,2,2,Jordania zonope,Longfin sculpin,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,10,2,2022,8,2,6.5,2,2,Jordania zonope,Longfin sculpin,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,12.5,1,2022,8,2,6.5,2,2,Jordania zonope,Longfin sculpin,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,10,1,2022,8,2,6.5,2,2,Orthonopias triacis,Snubnose sculpin,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,10,1,2022,8,2,6.5,2,2,Pholis laeta,Crescent gunnel,48.81508,-125.17585,RLSsfu
Second Beach South,KCCA13,Kelp,15,1,2022,8,2,6.5,2,2,Pholis laeta,Crescent gunnel,48.81508,-125.17585,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,12.5,2,2022,8,4,3,1,1,Embiotoca lateralis,Striped seaperch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,15,3,2022,8,4,3,1,1,Embiotoca lateralis,Striped seaperch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,20,3,2022,8,4,3,1,1,Embiotoca lateralis,Striped seaperch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,25,1,2022,8,4,3,1,1,Embiotoca lateralis,Striped seaperch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,30,3,2022,8,4,3,1,1,Embiotoca lateralis,Striped seaperch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,35,2,2022,8,4,3,1,1,Embiotoca lateralis,Striped seaperch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,10,3,2022,8,4,3,1,1,Rhacochilus vacca,Pile perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,15,2,2022,8,4,3,1,1,Rhacochilus vacca,Pile perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,20,4,2022,8,4,3,1,1,Rhacochilus vacca,Pile perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,25,2,2022,8,4,3,1,1,Rhacochilus vacca,Pile perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,30,3,2022,8,4,3,1,1,Rhacochilus vacca,Pile perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,35,3,2022,8,4,3,1,1,Rhacochilus vacca,Pile perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,10,3,2022,8,4,3,1,1,Hexagrammos decagrammus,Kelp greenling,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,15,1,2022,8,4,3,1,1,Hexagrammos decagrammus,Kelp greenling,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,20,5,2022,8,4,3,1,1,Hexagrammos decagrammus,Kelp greenling,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,25,6,2022,8,4,3,1,1,Hexagrammos decagrammus,Kelp greenling,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,30,5,2022,8,4,3,1,1,Hexagrammos decagrammus,Kelp greenling,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,35,2,2022,8,4,3,1,1,Hexagrammos decagrammus,Kelp greenling,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,7.5,1,2022,8,4,3,1,1,Sebastes melanops,Black rockfish,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,12.5,4,2022,8,4,3,1,1,Sebastes melanops,Black rockfish,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,15,11,2022,8,4,3,1,1,Sebastes melanops,Black rockfish,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,20,44,2022,8,4,3,1,1,Sebastes melanops,Black rockfish,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,25,4,2022,8,4,3,1,1,Sebastes melanops,Black rockfish,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,30,3,2022,8,4,3,1,1,Sebastes melanops,Black rockfish,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,25,1,2022,8,4,3,1,1,Hemilepidotus hemilepidotus,Red Irish lord,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,5,3,2022,8,4,3,1,1,Cymatogaster aggregata,Shiner perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,7.5,14,2022,8,4,3,1,1,Cymatogaster aggregata,Shiner perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,10,21,2022,8,4,3,1,1,Cymatogaster aggregata,Shiner perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,25,1,2022,8,4,3,1,1,Sebastes caurinus,Copper rockfish,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,20,1,2022,8,4,3,2,1,Hemilepidotus hemilepidotus,Red Irish lord,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,5,12,2022,8,4,3,2,1,Artedius harringtoni,Scalyhead sculpin,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,7.5,18,2022,8,4,3,2,1,Artedius harringtoni,Scalyhead sculpin,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,10,13,2022,8,4,3,2,1,Artedius harringtoni,Scalyhead sculpin,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,12.5,2,2022,8,4,3,2,1,Artedius harringtoni,Scalyhead sculpin,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,20,1,2022,8,4,3,2,1,Enophrys bison,Buffalo sculpin,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,5,2,2022,8,4,3,2,1,Rhinogobiops nicholsii,Blackeye goby,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,7.5,7,2022,8,4,3,2,1,Rhinogobiops nicholsii,Blackeye goby,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,10,8,2022,8,4,3,2,1,Rhinogobiops nicholsii,Blackeye goby,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,10,1,2022,8,4,3,2,1,Gobiesox maeandricus,Northern clingfish,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,7.5,1,2022,8,4,3,0,1,Rhamphocottus richardsonii,Grunt sculpin,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,10,35,2022,8,4,3,1,2,Sebastes melanops,Black rockfish,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,12.5,35,2022,8,4,3,1,2,Sebastes melanops,Black rockfish,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,15,37,2022,8,4,3,1,2,Sebastes melanops,Black rockfish,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,20,64,2022,8,4,3,1,2,Sebastes melanops,Black rockfish,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,25,15,2022,8,4,3,1,2,Sebastes melanops,Black rockfish,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,2.5,135,2022,8,4,3,1,2,Cymatogaster aggregata,Shiner perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,5,80,2022,8,4,3,1,2,Cymatogaster aggregata,Shiner perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,7.5,140,2022,8,4,3,1,2,Cymatogaster aggregata,Shiner perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,10,30,2022,8,4,3,1,2,Cymatogaster aggregata,Shiner perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,12.5,2,2022,8,4,3,1,2,Embiotoca lateralis,Striped seaperch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,15,1,2022,8,4,3,1,2,Embiotoca lateralis,Striped seaperch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,20,3,2022,8,4,3,1,2,Embiotoca lateralis,Striped seaperch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,25,2,2022,8,4,3,1,2,Embiotoca lateralis,Striped seaperch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,12.5,2,2022,8,4,3,1,2,Hexagrammos decagrammus,Kelp greenling,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,15,4,2022,8,4,3,1,2,Hexagrammos decagrammus,Kelp greenling,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,20,10,2022,8,4,3,1,2,Hexagrammos decagrammus,Kelp greenling,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,25,5,2022,8,4,3,1,2,Hexagrammos decagrammus,Kelp greenling,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,35,1,2022,8,4,3,1,2,Hexagrammos decagrammus,Kelp greenling,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,7.5,2,2022,8,4,3,1,2,Rhacochilus vacca,Pile perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,10,3,2022,8,4,3,1,2,Rhacochilus vacca,Pile perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,12.5,12,2022,8,4,3,1,2,Rhacochilus vacca,Pile perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,15,10,2022,8,4,3,1,2,Rhacochilus vacca,Pile perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,20,7,2022,8,4,3,1,2,Rhacochilus vacca,Pile perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,25,7,2022,8,4,3,1,2,Rhacochilus vacca,Pile perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,30,4,2022,8,4,3,1,2,Rhacochilus vacca,Pile perch,48.877,-125.0923,RLSsfu
Danvers Danger Rock,KCCA14,Kelp,20,1,2022,8,4,3,1,2,Sebastes caurinus,Copper rockfish,48.877,-125.0923,RLSsfu
