"site_name","site_code","sitetype","size_class","total","year","month","visibility","depth","method","block","species_name","common_name","latitude","longitude","Project"
"Swiss Boy","KCCA5","Kelp","nosize",1,"2022","07",3.5,4,2,2,"Pugettia producta","Northern kelp crab",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","nosize",9,"2022","07",3.5,4,2,2,"Acmaea mitra","Whitecap limpet",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","nosize",24,"2022","07",3.5,4,2,2,"Patiria miniata","Bat star",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","nosize",3,"2022","07",3.5,4,2,2,"Tonicella spp.","Unidentified chiton",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","nosize",28,"2022","07",3.5,4,2,2,"Pisaster ochraceus","Purple sea star",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","nosize",2,"2022","07",3.5,4,2,2,"Henricia pumila","Dwarf mottled henricia",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","5",17,"2022","07",3.5,4,2,2,"Haliotis kamtschatkana","Pinto abalone",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","7.5",8,"2022","07",3.5,4,2,2,"Haliotis kamtschatkana","Pinto abalone",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","10",4,"2022","07",3.5,4,2,2,"Haliotis kamtschatkana","Pinto abalone",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","12.5",4,"2022","07",3.5,4,2,2,"Haliotis kamtschatkana","Pinto abalone",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","nosize",50,"2022","07",3.5,4,2,2,"Pomaulax gibberosus","Red turban snail",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","nosize",130,"2022","07",3.5,4,2,2,"Mesocentrotus franciscanus","Red sea urchin",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","nosize",27,"2022","07",3.5,4,2,2,"Strongylocentrotus purpuratus","Purple sea urchin",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","nosize",11,"2022","07",3.5,4,2,2,"Apostichopus californicus","California sea cucumber",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","nosize",3,"2022","07",3.5,4,2,2,"Orthasterias koehleri","Rainbow star",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","nosize",1,"2022","07",3.5,4,2,2,"Henricia leviuscula","Pacific blood star",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","nosize",7,"2022","07",3.5,4,2,2,"Artedius harringtoni","Scalyhead sculpin",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","5",1,"2022","07",3.5,4,2,2,"Crassadoma gigantea","Purple-hinged rock scallop",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","12.5",1,"2022","07",3.5,4,2,2,"Crassadoma gigantea","Purple-hinged rock scallop",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","20",1,"2022","07",3.5,4,2,2,"Crassadoma gigantea","Purple-hinged rock scallop",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","nosize",1,"2022","07",3.5,4,2,2,"Evasterias troschelii","Mottled starfish",48.916073,-125.131174,"RLSsfu"
"Less Dangerous Bay","KCCA6","Rocky","nosize",46,"2022","07",2,4,2,1,"Mesocentrotus franciscanus","Red sea urchin",48.87535,-125.0915,"RLSsfu"
"Less Dangerous Bay","KCCA6","Rocky","nosize",41,"2022","07",2,4,2,1,"Patiria miniata","Bat star",48.87535,-125.0915,"RLSsfu"
"Less Dangerous Bay","KCCA6","Rocky","nosize",2,"2022","07",2,4,2,1,"Orthasterias koehleri","Rainbow star",48.87535,-125.0915,"RLSsfu"
"Less Dangerous Bay","KCCA6","Rocky","nosize",5,"2022","07",2,4,2,1,"Apostichopus californicus","California sea cucumber",48.87535,-125.0915,"RLSsfu"
"Less Dangerous Bay","KCCA6","Rocky","5",1,"2022","07",2,4,2,1,"Haliotis kamtschatkana","Pinto abalone",48.87535,-125.0915,"RLSsfu"
"Less Dangerous Bay","KCCA6","Rocky","7.5",1,"2022","07",2,4,2,1,"Crassadoma gigantea","Purple-hinged rock scallop",48.87535,-125.0915,"RLSsfu"
"Less Dangerous Bay","KCCA6","Rocky","nosize",2,"2022","07",2,4,2,1,"Pisaster ochraceus","Purple sea star",48.87535,-125.0915,"RLSsfu"
"Less Dangerous Bay","KCCA6","Rocky","nosize",6,"2022","07",2,4,2,1,"Dermasterias imbricata","Leather star",48.87535,-125.0915,"RLSsfu"
"Less Dangerous Bay","KCCA6","Rocky","nosize",1,"2022","07",2,4,2,1,"Pugettia richii","Cryptic kelp crab",48.87535,-125.0915,"RLSsfu"
"Less Dangerous Bay","KCCA6","Rocky","nosize",1,"2022","07",2,4,2,1,"Pugettia producta","Northern kelp crab",48.87535,-125.0915,"RLSsfu"
"Less Dangerous Bay","KCCA6","Rocky","nosize",1,"2022","07",2,4,2,1,"Ceratostoma foliatum","Leafy hornmouth",48.87535,-125.0915,"RLSsfu"
"Less Dangerous Bay","KCCA6","Rocky","nosize",1,"2022","07",2,4,2,1,"Evasterias troschelii","Mottled starfish",48.87535,-125.0915,"RLSsfu"
"Less Dangerous Bay","KCCA6","Rocky","nosize",3,"2022","07",2,4,2,1,"Pomaulax gibberosus","Red turban snail",48.87535,-125.0915,"RLSsfu"
"Less Dangerous Bay","KCCA6","Rocky","nosize",1,"2022","07",2,4,2,1,"Pycnopodia helianthoides","Sunflower star",48.87535,-125.0915,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","2.5",2,"2022","07",3.5,4,2,1,"Haliotis kamtschatkana","Pinto abalone",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","5",8,"2022","07",3.5,4,2,1,"Haliotis kamtschatkana","Pinto abalone",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","7.5",6,"2022","07",3.5,4,2,1,"Haliotis kamtschatkana","Pinto abalone",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","10",5,"2022","07",3.5,4,2,1,"Haliotis kamtschatkana","Pinto abalone",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","12.5",4,"2022","07",3.5,4,2,1,"Haliotis kamtschatkana","Pinto abalone",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","10",1,"2022","07",3.5,4,2,1,"Crassadoma gigantea","Purple-hinged rock scallop",48.916073,-125.131174,"RLSsfu"
"Swiss Boy","KCCA5","Kelp","nosize",1,"2022","07",3.5,4,2,1,"Ceratostoma foliatum","Leafy hornmouth",48.916073,-125.131174,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","nosize",77,"2022","07",3.5,3,2,2,"Mesocentrotus franciscanus","Red sea urchin",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","nosize",3,"2022","07",3.5,3,2,2,"Pomaulax gibberosus","Red turban snail",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","nosize",8,"2022","07",3.5,3,2,2,"Pisaster ochraceus","Purple sea star",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","nosize",2,"2022","07",3.5,3,2,2,"Paguroidea spp.","Unidentified hermit crab",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","nosize",14,"2022","07",3.5,3,2,2,"Dermasterias imbricata","Leather star",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","nosize",15,"2022","07",3.5,3,2,2,"Patiria miniata","Bat star",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","5",1,"2022","07",3.5,3,2,2,"Haliotis kamtschatkana","Pinto abalone",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","7.5",7,"2022","07",3.5,3,2,2,"Haliotis kamtschatkana","Pinto abalone",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","10",5,"2022","07",3.5,3,2,2,"Haliotis kamtschatkana","Pinto abalone",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","12.5",2,"2022","07",3.5,3,2,2,"Haliotis kamtschatkana","Pinto abalone",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","15",2,"2022","07",3.5,3,2,2,"Haliotis kamtschatkana","Pinto abalone",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","nosize",8,"2022","07",3.5,3,2,2,"Strongylocentrotus purpuratus","Purple sea urchin",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","nosize",5,"2022","07",3.5,3,2,2,"Hermissenda crassicornis","Opalescent nudibranch",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","nosize",8,"2022","07",3.5,3,2,2,"Orthasterias koehleri","Rainbow star",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","nosize",1,"2022","07",3.5,3,2,2,"Triopha spp.","Unidentified sea-clown triopha",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","nosize",2,"2022","07",3.5,3,2,2,"Pugettia producta","Northern kelp crab",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","nosize",1,"2022","07",3.5,3,2,2,"Diodora aspera","Rough keyhole limpet",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","nosize",1,"2022","07",3.5,3,2,2,"Pugettia richii","Cryptic kelp crab",48.83608,-125.2131,"RLSsfu"
"Ed King East Inside","KCCA7","Kelp","nosize",1,"2022","07",3.5,3,2,2,"Henricia leviuscula","Pacific blood star",48.83608,-125.2131,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",40,"2022","07",2.5,3.5,2,1,"Mesocentrotus franciscanus","Red sea urchin",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",1,"2022","07",2.5,3.5,2,1,"Cancer productus","Red rock crab",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",40,"2022","07",2.5,3.5,2,1,"Pomaulax gibberosus","Red turban snail",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",9,"2022","07",2.5,3.5,2,1,"Apostichopus californicus","California sea cucumber",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",7,"2022","07",2.5,3.5,2,1,"Dermasterias imbricata","Leather star",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",32,"2022","07",2.5,3.5,2,1,"Patiria miniata","Bat star",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",2,"2022","07",2.5,3.5,2,1,"Scyra acutifrons","Sharpnose crab",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",3,"2022","07",2.5,3.5,2,1,"Diodora aspera","Rough keyhole limpet",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","5",1,"2022","07",2.5,3.5,2,1,"Haliotis kamtschatkana","Pinto abalone",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","7.5",2,"2022","07",2.5,3.5,2,1,"Haliotis kamtschatkana","Pinto abalone",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","10",2,"2022","07",2.5,3.5,2,1,"Haliotis kamtschatkana","Pinto abalone",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",1,"2022","07",2.5,3.5,2,1,"Artedius harringtoni","Scalyhead sculpin",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",1,"2022","07",2.5,3.5,2,1,"Orthasterias koehleri","Rainbow star",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","7.5",1,"2022","07",2.5,3.5,2,1,"Crassadoma gigantea","Purple-hinged rock scallop",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","10",1,"2022","07",2.5,3.5,2,1,"Crassadoma gigantea","Purple-hinged rock scallop",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",6,"2022","07",2.5,3.5,2,1,"Evasterias troschelii","Mottled starfish",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",1,"2022","07",2.5,3.5,2,1,"Pugettia producta","Northern kelp crab",48.85426712,-125.1170349,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",120,"2022","07",2,3,2,1,"Mesocentrotus franciscanus","Red sea urchin",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",145,"2022","07",2,3,2,1,"Pomaulax gibberosus","Red turban snail",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",11,"2022","07",2,3,2,1,"Orthasterias koehleri","Rainbow star",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",7,"2022","07",2,3,2,1,"Paguroidea spp.","Unidentified hermit crab",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",9,"2022","07",2,3,2,1,"Pisaster ochraceus","Purple sea star",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",18,"2022","07",2,3,2,1,"Ceratostoma foliatum","Leafy hornmouth",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",10,"2022","07",2,3,2,1,"Dermasterias imbricata","Leather star",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",1,"2022","07",2,3,2,1,"Pugettia producta","Northern kelp crab",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",3,"2022","07",2,3,2,1,"Stylasterias forreri","Velcro seastar",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","2.5",1,"2022","07",2,3,2,1,"Haliotis kamtschatkana","Pinto abalone",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","5",7,"2022","07",2,3,2,1,"Haliotis kamtschatkana","Pinto abalone",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","7.5",6,"2022","07",2,3,2,1,"Haliotis kamtschatkana","Pinto abalone",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","10",5,"2022","07",2,3,2,1,"Haliotis kamtschatkana","Pinto abalone",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",2,"2022","07",2,3,2,1,"Apostichopus californicus","California sea cucumber",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","7.5",1,"2022","07",2,3,2,1,"Crassadoma gigantea","Purple-hinged rock scallop",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",1,"2022","07",2,3,2,1,"Patiria miniata","Bat star",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",1,"2022","07",2,3,2,1,"Acmaea mitra","Whitecap limpet",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",1,"2022","07",2,3,2,1,"Tonicella spp.","Unidentified chiton",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",1,"2022","07",2,3,2,1,"Diodora aspera","Rough keyhole limpet",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",86,"2022","07",2,3,2,2,"Mesocentrotus franciscanus","Red sea urchin",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",13,"2022","07",2,3,2,2,"Orthasterias koehleri","Rainbow star",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",5,"2022","07",2,3,2,2,"Apostichopus californicus","California sea cucumber",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",1,"2022","07",2,3,2,2,"Henricia pumila","Dwarf mottled henricia",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","5",3,"2022","07",2,3,2,2,"Haliotis kamtschatkana","Pinto abalone",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","7.5",8,"2022","07",2,3,2,2,"Haliotis kamtschatkana","Pinto abalone",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","10",3,"2022","07",2,3,2,2,"Haliotis kamtschatkana","Pinto abalone",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","12.5",1,"2022","07",2,3,2,2,"Haliotis kamtschatkana","Pinto abalone",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",9,"2022","07",2,3,2,2,"Pisaster ochraceus","Purple sea star",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",14,"2022","07",2,3,2,2,"Dermasterias imbricata","Leather star",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",70,"2022","07",2,3,2,2,"Pomaulax gibberosus","Red turban snail",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",2,"2022","07",2,3,2,2,"Henricia leviuscula","Pacific blood star",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",5,"2022","07",2,3,2,2,"Ceratostoma foliatum","Leafy hornmouth",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",2,"2022","07",2,3,2,2,"Cancer productus","Red rock crab",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",1,"2022","07",2,3,2,2,"Enteroctopus dofleini","Giant pacific octopus",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",2,"2022","07",2,3,2,2,"Paguroidea spp.","Unidentified hermit crab",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",1,"2022","07",2,3,2,2,"Pugettia producta","Northern kelp crab",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",1,"2022","07",2,3,2,2,"Evasterias troschelii","Mottled starfish",48.85746765,-125.1582336,"RLSsfu"
"Wizard Island South","KCCA9","Kelp","nosize",1,"2022","07",2,3,2,2,"Diodora aspera","Rough keyhole limpet",48.85746765,-125.1582336,"RLSsfu"
"Dodger Channel 2","KCCA10","Kelp","nosize",4,"2022","07",1.5,5,2,1,"Apostichopus californicus","California sea cucumber",48.83941,-125.20042,"RLSsfu"
"Dodger Channel 2","KCCA10","Kelp","nosize",2,"2022","07",1.5,5,2,1,"Scyra acutifrons","Sharpnose crab",48.83941,-125.20042,"RLSsfu"
"Dodger Channel 2","KCCA10","Kelp","nosize",1,"2022","07",1.5,5,2,1,"Orthasterias koehleri","Rainbow star",48.83941,-125.20042,"RLSsfu"
"Dodger Channel 2","KCCA10","Kelp","nosize",2,"2022","07",1.5,5,2,1,"Evasterias troschelii","Mottled starfish",48.83941,-125.20042,"RLSsfu"
"Dodger Channel 2","KCCA10","Kelp","nosize",1,"2022","07",1.5,5,2,1,"Ceratostoma foliatum","Leafy hornmouth",48.83941,-125.20042,"RLSsfu"
"Dodger Channel 2","KCCA10","Kelp","20",1,"2022","07",1.5,5,2,1,"Pycnopodia helianthoides","Sunflower star",48.83941,-125.20042,"RLSsfu"
"Dodger Channel 2","KCCA10","Kelp","nosize",7,"2022","07",1.5,5,2,1,"Pugettia producta","Northern kelp crab",48.83941,-125.20042,"RLSsfu"
"Dodger Channel 2","KCCA10","Kelp","nosize",1,"2022","07",1.5,5,2,1,"Dermasterias imbricata","Leather star",48.83941,-125.20042,"RLSsfu"
"Dodger Channel 2","KCCA10","Kelp","nosize",1,"2022","07",1.5,5,2,1,"Pugettia gracilis","Graceful kelp crab",48.83941,-125.20042,"RLSsfu"
"Dodger Channel 2","KCCA10","Kelp","nosize",1,"2022","07",1.5,5,2,1,"Diaulula odonoghuei","Leopard dorid",48.83941,-125.20042,"RLSsfu"
"Dodger Channel 2","KCCA10","Kelp","nosize",3,"2022","07",1.5,5,2,1,"Cancer productus","Red rock crab",48.83941,-125.20042,"RLSsfu"
"Dodger Channel 2","KCCA10","Kelp","nosize",2,"2022","07",1.5,5,2,1,"Heptacarpus stylus","Stiletto shrimp",48.83941,-125.20042,"RLSsfu"
"Dodger Channel 2","KCCA10","Kelp","nosize",1,"2022","07",1.5,5,2,1,"Oregonia gracilis","Graceful decorator crab",48.83941,-125.20042,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","nosize",120,"2022","07",2.5,3.2,2,2,"Pomaulax gibberosus","Red turban snail",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","nosize",118,"2022","07",2.5,3.2,2,2,"Mesocentrotus franciscanus","Red sea urchin",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","nosize",5,"2022","07",2.5,3.2,2,2,"Dermasterias imbricata","Leather star",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","nosize",44,"2022","07",2.5,3.2,2,2,"Patiria miniata","Bat star",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","nosize",2,"2022","07",2.5,3.2,2,2,"Orthasterias koehleri","Rainbow star",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","7.5",2,"2022","07",2.5,3.2,2,2,"Haliotis kamtschatkana","Pinto abalone",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","10",1,"2022","07",2.5,3.2,2,2,"Haliotis kamtschatkana","Pinto abalone",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","12.5",1,"2022","07",2.5,3.2,2,2,"Haliotis kamtschatkana","Pinto abalone",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","nosize",13,"2022","07",2.5,3.2,2,2,"Apostichopus californicus","California sea cucumber",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","nosize",2,"2022","07",2.5,3.2,2,2,"Evasterias troschelii","Mottled starfish",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","nosize",3,"2022","07",2.5,3.2,2,2,"Pisaster ochraceus","Purple sea star",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","7.5",2,"2022","07",2.5,3.2,2,2,"Crassadoma gigantea","Purple-hinged rock scallop",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","10",1,"2022","07",2.5,3.2,2,2,"Crassadoma gigantea","Purple-hinged rock scallop",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","nosize",2,"2022","07",2.5,3.2,2,2,"Cancer productus","Red rock crab",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","nosize",2,"2022","07",2.5,3.2,2,2,"Stylasterias forreri","Velcro seastar",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","nosize",1,"2022","07",2.5,3.2,2,2,"Tonicella spp.","Unidentified chiton",48.87229,-125.1627,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",11,"2022","07",2.5,3.5,2,2,"Mesocentrotus franciscanus","Red sea urchin",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",40,"2022","07",2.5,3.5,2,2,"Pomaulax gibberosus","Red turban snail",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","2.5",1,"2022","07",2.5,3.5,2,2,"Crassadoma gigantea","Purple-hinged rock scallop",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","7.5",1,"2022","07",2.5,3.5,2,2,"Crassadoma gigantea","Purple-hinged rock scallop",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",5,"2022","07",2.5,3.5,2,2,"Dermasterias imbricata","Leather star",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",1,"2022","07",2.5,3.5,2,2,"Ceratostoma foliatum","Leafy hornmouth",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",17,"2022","07",2.5,3.5,2,2,"Patiria miniata","Bat star",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","2.5",1,"2022","07",2.5,3.5,2,2,"Haliotis kamtschatkana","Pinto abalone",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","5",4,"2022","07",2.5,3.5,2,2,"Haliotis kamtschatkana","Pinto abalone",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","7.5",1,"2022","07",2.5,3.5,2,2,"Haliotis kamtschatkana","Pinto abalone",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",5,"2022","07",2.5,3.5,2,2,"Diodora aspera","Rough keyhole limpet",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",1,"2022","07",2.5,3.5,2,2,"Oregonia gracilis","Graceful decorator crab",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",3,"2022","07",2.5,3.5,2,2,"Pisaster ochraceus","Purple sea star",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",1,"2022","07",2.5,3.5,2,2,"Apostichopus californicus","California sea cucumber",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",2,"2022","07",2.5,3.5,2,2,"Evasterias troschelii","Mottled starfish",48.85426712,-125.1170349,"RLSsfu"
"Dixon Inside","KCCA8","Kelp","nosize",2,"2022","07",2.5,3.5,2,2,"Cancer productus","Red rock crab",48.85426712,-125.1170349,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","nosize",255,"2022","07",2.5,3.2,2,1,"Pomaulax gibberosus","Red turban snail",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","nosize",70,"2022","07",2.5,3.2,2,1,"Patiria miniata","Bat star",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","nosize",6,"2022","07",2.5,3.2,2,1,"Orthasterias koehleri","Rainbow star",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","2.5",1,"2022","07",2.5,3.2,2,1,"Haliotis kamtschatkana","Pinto abalone",48.87229,-125.1627,"RLSsfu"
"Ross Islet 2","KCCA11","Kelp","5",2,"2022","07",2.5,3.2,2,1,"Haliotis kamtschatkana","Pinto abalone",48.87229,-125.1627,"RLSsfu"
